1.040000000000000036e+01 2.285999999999999943e+01
1.097000000000000064e+01 2.144999999999999929e+01
1.157000000000000028e+01 1.794999999999999929e+01
1.219999999999999929e+01 1.103999999999999915e+01
1.285999999999999943e+01 -1.030000000000000027e+00
1.355000000000000071e+01 -1.901999999999999957e+01
1.427999999999999936e+01 -3.906000000000000227e+01
1.505000000000000071e+01 -5.278000000000000114e+01
1.584999999999999964e+01 -5.171999999999999886e+01
1.669000000000000128e+01 -3.867000000000000171e+01
1.757000000000000028e+01 -2.310999999999999943e+01
1.850000000000000000e+01 -1.189000000000000057e+01
1.948000000000000043e+01 -5.519999999999999574e+00
2.050000000000000000e+01 -2.490000000000000213e+00
2.157999999999999829e+01 -1.360000000000000098e+00
2.271000000000000085e+01 -1.100000000000000089e+00
2.389000000000000057e+01 -1.239999999999999991e+00
2.514000000000000057e+01 -1.610000000000000098e+00
2.644000000000000128e+01 -2.120000000000000107e+00
2.782000000000000028e+01 -2.819999999999999840e+00
2.926000000000000156e+01 -3.660000000000000142e+00
3.076999999999999957e+01 -1.506500000000000057e+02
3.235999999999999943e+01 -1.441800000000000068e+02
3.403000000000000114e+01 -1.378499999999999943e+02
6.000000000000000000e+00 5.469999999999999751e+00
6.349999999999999645e+00 7.650000000000000355e+00
6.719999999999999751e+00 1.007000000000000028e+01
7.099999999999999645e+00 1.255000000000000071e+01
7.509999999999999787e+00 1.500999999999999979e+01
7.929999999999999716e+00 1.728999999999999915e+01
8.380000000000000782e+00 1.932000000000000028e+01
8.849999999999999645e+00 2.101999999999999957e+01
9.339999999999999858e+00 2.230999999999999872e+01
9.859999999999999432e+00 2.305000000000000071e+01
